category,month,count,rollavg_3month
Robbery,2014-06-01,69,NA
Robbery,2014-07-01,67,NA
Robbery,2014-08-01,65,67
Robbery,2014-09-01,46,59
Robbery,2014-10-01,50,54
Robbery,2014-11-01,73,56
Robbery,2014-12-01,96,73
Robbery,2015-01-01,88,86
Robbery,2015-02-01,35,73
Robbery,2015-03-01,59,61
Robbery,2015-04-01,43,46
Robbery,2015-05-01,58,53
Robbery,2015-06-01,41,47
Robbery,2015-07-01,58,52
Robbery,2015-08-01,54,51
Robbery,2015-09-01,56,56
Robbery,2015-10-01,46,52
Robbery,2015-11-01,74,59
Robbery,2015-12-01,64,61
Robbery,2016-01-01,50,63
Robbery,2016-02-01,37,50
Robbery,2016-03-01,45,44
Robbery,2016-04-01,46,43
Robbery,2016-05-01,61,51
Robbery,2016-06-01,50,52
Robbery,2016-07-01,53,55
Robbery,2016-08-01,67,57
Robbery,2016-09-01,63,61
Robbery,2016-10-01,63,64
Robbery,2016-11-01,63,63
Robbery,2016-12-01,55,60
Robbery,2017-01-01,45,54
Robbery,2017-02-01,43,48
Robbery,2017-03-01,29,39
Robbery,2017-04-01,57,43
Robbery,2017-05-01,52,46
Robbery,2017-06-01,52,54
Robbery,2017-07-01,47,50
Robbery,2017-08-01,51,50
Robbery,2017-09-01,59,52
Robbery,2017-10-01,66,59
Robbery,2017-11-01,71,65
Robbery,2017-12-01,44,60
Robbery,2018-01-01,47,54
Robbery,2018-02-01,48,46
Robbery,2018-03-01,39,45
Robbery,2018-04-01,49,45
Robbery,2018-05-01,41,43
Robbery,2018-06-01,47,46
Robbery,2018-07-01,55,48
Robbery,2018-08-01,46,49
Robbery,2018-09-01,43,48
Robbery,2018-10-01,47,45
Robbery,2018-11-01,54,48
Robbery,2018-12-01,46,49
Robbery,2019-01-01,36,45
Robbery,2019-02-01,30,37
Robbery,2019-03-01,42,36
Robbery,2019-04-01,48,40
Robbery,2019-05-01,48,46
Robbery,2019-06-01,68,55
Robbery,2019-07-01,50,55
Robbery,2019-08-01,50,56
Robbery,2019-09-01,55,52
Robbery,2019-10-01,49,51
Robbery,2019-11-01,29,44
Robbery,2019-12-01,44,41
Robbery,2020-01-01,40,38
Robbery,2020-02-01,43,42
Robbery,2020-03-01,47,43
Robbery,2020-04-01,28,39
Robbery,2020-05-01,27,34
Robbery,2020-06-01,40,32
Robbery,2020-07-01,41,36
Robbery,2020-08-01,61,47
Robbery,2020-09-01,41,48
Robbery,2020-10-01,38,47
Robbery,2020-11-01,48,42
Robbery,2020-12-01,43,43
Robbery,2021-01-01,41,44
Robbery,2021-02-01,31,38
Robbery,2021-03-01,33,35
Robbery,2021-04-01,34,33
Robbery,2021-05-01,43,37
Robbery,2021-06-01,58,45
Robbery,2021-07-01,49,50
Robbery,2021-08-01,33,47
Robbery,2021-09-01,47,43
Robbery,2021-10-01,34,38
Robbery,2021-11-01,65,49
Robbery,2021-12-01,48,49
Robbery,2022-01-01,33,49
Robbery,2022-02-01,45,42
Robbery,2022-03-01,45,41
Robbery,2022-04-01,33,41
Robbery,2022-05-01,39,39
Robbery,2022-06-01,42,38
Robbery,2022-07-01,40,40
Robbery,2022-08-01,41,41
Robbery,2022-09-01,24,35
Robbery,2022-10-01,44,36
Robbery,2022-11-01,39,36
Robbery,2022-12-01,35,39
Robbery,2023-01-01,23,32
