category,month,count,rollavg_3month
Burglary,2014-06-01,185,NA
Burglary,2014-07-01,213,NA
Burglary,2014-08-01,221,206
Burglary,2014-09-01,210,215
Burglary,2014-10-01,207,213
Burglary,2014-11-01,215,211
Burglary,2014-12-01,243,222
Burglary,2015-01-01,174,211
Burglary,2015-02-01,131,183
Burglary,2015-03-01,124,143
Burglary,2015-04-01,194,150
Burglary,2015-05-01,178,165
Burglary,2015-06-01,156,176
Burglary,2015-07-01,162,165
Burglary,2015-08-01,177,165
Burglary,2015-09-01,152,164
Burglary,2015-10-01,190,173
Burglary,2015-11-01,215,186
Burglary,2015-12-01,214,206
Burglary,2016-01-01,168,199
Burglary,2016-02-01,134,172
Burglary,2016-03-01,173,158
Burglary,2016-04-01,182,163
Burglary,2016-05-01,211,189
Burglary,2016-06-01,181,191
Burglary,2016-07-01,189,194
Burglary,2016-08-01,164,178
Burglary,2016-09-01,194,182
Burglary,2016-10-01,229,196
Burglary,2016-11-01,190,204
Burglary,2016-12-01,206,208
Burglary,2017-01-01,190,195
Burglary,2017-02-01,186,194
Burglary,2017-03-01,155,177
Burglary,2017-04-01,183,175
Burglary,2017-05-01,200,179
Burglary,2017-06-01,178,187
Burglary,2017-07-01,208,195
Burglary,2017-08-01,227,204
Burglary,2017-09-01,193,209
Burglary,2017-10-01,203,208
Burglary,2017-11-01,211,202
Burglary,2017-12-01,199,204
Burglary,2018-01-01,200,203
Burglary,2018-02-01,161,187
Burglary,2018-03-01,170,177
Burglary,2018-04-01,176,169
Burglary,2018-05-01,181,176
Burglary,2018-06-01,181,179
Burglary,2018-07-01,187,183
Burglary,2018-08-01,154,174
Burglary,2018-09-01,170,170
Burglary,2018-10-01,159,161
Burglary,2018-11-01,161,163
Burglary,2018-12-01,177,166
Burglary,2019-01-01,169,169
Burglary,2019-02-01,126,157
Burglary,2019-03-01,110,135
Burglary,2019-04-01,125,120
Burglary,2019-05-01,118,118
Burglary,2019-06-01,126,123
Burglary,2019-07-01,120,121
Burglary,2019-08-01,110,119
Burglary,2019-09-01,109,113
Burglary,2019-10-01,110,110
Burglary,2019-11-01,110,110
Burglary,2019-12-01,142,121
Burglary,2020-01-01,112,121
Burglary,2020-02-01,107,120
Burglary,2020-03-01,91,103
Burglary,2020-04-01,60,86
Burglary,2020-05-01,132,94
Burglary,2020-06-01,197,130
Burglary,2020-07-01,86,138
Burglary,2020-08-01,98,127
Burglary,2020-09-01,80,88
Burglary,2020-10-01,95,91
Burglary,2020-11-01,101,92
Burglary,2020-12-01,116,104
Burglary,2021-01-01,102,106
Burglary,2021-02-01,100,106
Burglary,2021-03-01,91,98
Burglary,2021-04-01,97,96
Burglary,2021-05-01,108,99
Burglary,2021-06-01,113,106
Burglary,2021-07-01,118,113
Burglary,2021-08-01,121,117
Burglary,2021-09-01,100,113
Burglary,2021-10-01,128,116
Burglary,2021-11-01,121,116
Burglary,2021-12-01,104,118
Burglary,2022-01-01,108,111
Burglary,2022-02-01,103,105
Burglary,2022-03-01,90,100
Burglary,2022-04-01,99,97
Burglary,2022-05-01,96,95
Burglary,2022-06-01,95,97
Burglary,2022-07-01,105,99
Burglary,2022-08-01,95,98
Burglary,2022-09-01,82,94
Burglary,2022-10-01,93,90
Burglary,2022-11-01,110,95
Burglary,2022-12-01,117,107
Burglary,2023-01-01,130,119
Burglary,2023-02-01,104,117
Burglary,2023-03-01,107,114
Burglary,2023-04-01,102,104
Burglary,2023-05-01,57,89
