category,month,count,rollavg_3month
Theft,2014-06-01,804,NA
Theft,2014-07-01,916,NA
Theft,2014-08-01,941,887
Theft,2014-09-01,766,874
Theft,2014-10-01,847,851
Theft,2014-11-01,712,775
Theft,2014-12-01,722,760
Theft,2015-01-01,684,706
Theft,2015-02-01,461,622
Theft,2015-03-01,638,594
Theft,2015-04-01,602,567
Theft,2015-05-01,631,624
Theft,2015-06-01,798,677
Theft,2015-07-01,817,749
Theft,2015-08-01,781,799
Theft,2015-09-01,738,779
Theft,2015-10-01,814,778
Theft,2015-11-01,699,750
Theft,2015-12-01,698,737
Theft,2016-01-01,656,684
Theft,2016-02-01,644,666
Theft,2016-03-01,625,642
Theft,2016-04-01,671,647
Theft,2016-05-01,704,667
Theft,2016-06-01,734,703
Theft,2016-07-01,729,722
Theft,2016-08-01,830,764
Theft,2016-09-01,710,756
Theft,2016-10-01,711,750
Theft,2016-11-01,627,683
Theft,2016-12-01,723,687
Theft,2017-01-01,678,676
Theft,2017-02-01,641,681
Theft,2017-03-01,648,656
Theft,2017-04-01,662,650
Theft,2017-05-01,733,681
Theft,2017-06-01,754,716
Theft,2017-07-01,794,760
Theft,2017-08-01,815,788
Theft,2017-09-01,765,791
Theft,2017-10-01,750,777
Theft,2017-11-01,718,744
Theft,2017-12-01,698,722
Theft,2018-01-01,642,686
Theft,2018-02-01,591,644
Theft,2018-03-01,565,599
Theft,2018-04-01,664,607
Theft,2018-05-01,714,648
Theft,2018-06-01,681,686
Theft,2018-07-01,673,689
Theft,2018-08-01,684,679
Theft,2018-09-01,672,676
Theft,2018-10-01,687,681
Theft,2018-11-01,651,670
Theft,2018-12-01,690,676
Theft,2019-01-01,720,687
Theft,2019-02-01,488,633
Theft,2019-03-01,635,614
Theft,2019-04-01,640,588
Theft,2019-05-01,734,670
Theft,2019-06-01,760,711
Theft,2019-07-01,777,757
Theft,2019-08-01,746,761
Theft,2019-09-01,711,745
Theft,2019-10-01,765,741
Theft,2019-11-01,745,740
Theft,2019-12-01,788,766
Theft,2020-01-01,748,760
Theft,2020-02-01,618,718
Theft,2020-03-01,664,677
Theft,2020-04-01,550,611
Theft,2020-05-01,548,587
Theft,2020-06-01,615,571
Theft,2020-07-01,609,591
Theft,2020-08-01,659,628
Theft,2020-09-01,617,628
Theft,2020-10-01,672,649
Theft,2020-11-01,669,653
Theft,2020-12-01,728,690
Theft,2021-01-01,657,685
Theft,2021-02-01,567,651
Theft,2021-03-01,581,602
Theft,2021-04-01,498,549
Theft,2021-05-01,652,577
Theft,2021-06-01,750,633
Theft,2021-07-01,744,715
Theft,2021-08-01,718,737
Theft,2021-09-01,711,724
Theft,2021-10-01,781,737
Theft,2021-11-01,761,751
Theft,2021-12-01,779,774
Theft,2022-01-01,750,763
Theft,2022-02-01,703,744
Theft,2022-03-01,870,774
Theft,2022-04-01,813,795
Theft,2022-05-01,748,810
Theft,2022-06-01,756,772
Theft,2022-07-01,818,774
Theft,2022-08-01,782,785
Theft,2022-09-01,665,755
Theft,2022-10-01,697,715
Theft,2022-11-01,676,679
Theft,2022-12-01,732,702
Theft,2023-01-01,756,721
Theft,2023-02-01,648,712
Theft,2023-03-01,709,704
Theft,2023-04-01,788,715
Theft,2023-05-01,892,796
Theft,2023-06-01,842,841
Theft,2023-07-01,837,857
Theft,2023-08-01,847,842
Theft,2023-09-01,811,832
Theft,2023-10-01,321,660
