category,description,month,count,rollavg_3month
Aggravated Assault,Assault/Aggravated,2014-09-01,1,NA
Aggravated Assault,Assault/Aggravated,2014-10-01,43,NA
Aggravated Assault,Assault/Aggravated,2014-11-01,42,29
Aggravated Assault,Assault/Aggravated,2014-12-01,73,53
Aggravated Assault,Assault/Aggravated,2015-01-01,75,63
Aggravated Assault,Assault/Aggravated,2015-02-01,50,66
Aggravated Assault,Assault/Aggravated,2015-03-01,72,66
Aggravated Assault,Assault/Aggravated,2015-04-01,66,63
Aggravated Assault,Assault/Aggravated,2015-05-01,94,77
Aggravated Assault,Assault/Aggravated,2015-06-01,88,83
Aggravated Assault,Assault/Aggravated,2015-07-01,79,87
Aggravated Assault,Assault/Aggravated,2015-08-01,90,86
Aggravated Assault,Assault/Aggravated,2015-09-01,74,81
Aggravated Assault,Assault/Aggravated,2015-10-01,51,72
Aggravated Assault,Assault/Aggravated,2015-11-01,62,62
Aggravated Assault,Assault/Aggravated,2015-12-01,77,63
Aggravated Assault,Assault/Aggravated,2016-01-01,72,70
Aggravated Assault,Assault/Aggravated,2016-02-01,45,65
Aggravated Assault,Assault/Aggravated,2016-03-01,68,62
Aggravated Assault,Assault/Aggravated,2016-04-01,63,59
Aggravated Assault,Assault/Aggravated,2016-05-01,73,68
Aggravated Assault,Assault/Aggravated,2016-06-01,64,67
Aggravated Assault,Assault/Aggravated,2016-07-01,89,75
Aggravated Assault,Assault/Aggravated,2016-08-01,68,74
Aggravated Assault,Assault/Aggravated,2016-09-01,49,69
Aggravated Assault,Assault/Aggravated,2016-10-01,59,59
Aggravated Assault,Assault/Aggravated,2016-11-01,62,57
Aggravated Assault,Assault/Aggravated,2016-12-01,60,60
Aggravated Assault,Assault/Aggravated,2017-01-01,59,60
Aggravated Assault,Assault/Aggravated,2017-02-01,57,59
Aggravated Assault,Assault/Aggravated,2017-03-01,64,60
Aggravated Assault,Assault/Aggravated,2017-04-01,71,64
Aggravated Assault,Assault/Aggravated,2017-05-01,90,75
Aggravated Assault,Assault/Aggravated,2017-06-01,89,83
Aggravated Assault,Assault/Aggravated,2017-07-01,68,82
Aggravated Assault,Assault/Aggravated,2017-08-01,59,72
Aggravated Assault,Assault/Aggravated,2017-09-01,75,67
Aggravated Assault,Assault/Aggravated,2017-10-01,77,70
Aggravated Assault,Assault/Aggravated,2017-11-01,74,75
Aggravated Assault,Assault/Aggravated,2017-12-01,53,68
Aggravated Assault,Assault/Aggravated,2018-01-01,63,63
Aggravated Assault,Assault/Aggravated,2018-02-01,59,58
Aggravated Assault,Assault/Aggravated,2018-03-01,72,65
Aggravated Assault,Assault/Aggravated,2018-04-01,75,69
Aggravated Assault,Assault/Aggravated,2018-05-01,82,76
Aggravated Assault,Assault/Aggravated,2018-06-01,84,80
Aggravated Assault,Assault/Aggravated,2018-07-01,81,82
Aggravated Assault,Assault/Aggravated,2018-08-01,64,76
Aggravated Assault,Assault/Aggravated,2018-09-01,106,84
Aggravated Assault,Assault/Aggravated,2018-10-01,69,80
Aggravated Assault,Assault/Aggravated,2018-11-01,69,81
Aggravated Assault,Assault/Aggravated,2018-12-01,69,69
Aggravated Assault,Assault/Aggravated,2019-01-01,73,70
Aggravated Assault,Assault/Aggravated,2019-02-01,63,68
Aggravated Assault,Assault/Aggravated,2019-03-01,64,67
Aggravated Assault,Assault/Aggravated,2019-04-01,84,70
Aggravated Assault,Assault/Aggravated,2019-05-01,96,81
Aggravated Assault,Assault/Aggravated,2019-06-01,95,92
Aggravated Assault,Assault/Aggravated,2019-07-01,78,90
Aggravated Assault,Assault/Aggravated,2019-08-01,83,85
Aggravated Assault,Assault/Aggravated,2019-09-01,80,80
Aggravated Assault,Assault/Aggravated,2019-10-01,82,82
Aggravated Assault,Assault/Aggravated,2019-11-01,71,78
Aggravated Assault,Assault/Aggravated,2019-12-01,71,75
Aggravated Assault,Assault/Aggravated,2020-01-01,65,69
Aggravated Assault,Assault/Aggravated,2020-02-01,56,64
Aggravated Assault,Assault/Aggravated,2020-03-01,66,62
Aggravated Assault,Assault/Aggravated,2020-04-01,59,60
Aggravated Assault,Assault/Aggravated,2020-05-01,78,68
Aggravated Assault,Assault/Aggravated,2020-06-01,80,72
Aggravated Assault,Assault/Aggravated,2020-07-01,94,84
Aggravated Assault,Assault/Aggravated,2020-08-01,88,87
Aggravated Assault,Assault/Aggravated,2020-09-01,74,85
Aggravated Assault,Assault/Aggravated,2020-10-01,86,83
Aggravated Assault,Assault/Aggravated,2020-11-01,87,82
Aggravated Assault,Assault/Aggravated,2020-12-01,67,80
Aggravated Assault,Assault/Aggravated,2021-01-01,82,79
Aggravated Assault,Assault/Aggravated,2021-02-01,48,66
Aggravated Assault,Assault/Aggravated,2021-03-01,83,71
Aggravated Assault,Assault/Aggravated,2021-04-01,70,67
Aggravated Assault,Assault/Aggravated,2021-05-01,92,82
Aggravated Assault,Assault/Aggravated,2021-06-01,121,94
Aggravated Assault,Assault/Aggravated,2021-07-01,104,106
Aggravated Assault,Assault/Aggravated,2021-08-01,85,103
Aggravated Assault,Assault/Aggravated,2021-09-01,98,96
Aggravated Assault,Assault/Aggravated,2021-10-01,94,92
Aggravated Assault,Assault/Aggravated,2021-11-01,80,91
Aggravated Assault,Assault/Aggravated,2021-12-01,97,90
Aggravated Assault,Assault/Aggravated,2022-01-01,81,86
Aggravated Assault,Assault/Aggravated,2022-02-01,90,89
Aggravated Assault,Assault/Aggravated,2022-03-01,102,91
Aggravated Assault,Assault/Aggravated,2022-04-01,93,95
Aggravated Assault,Assault/Aggravated,2022-05-01,107,101
Aggravated Assault,Assault/Aggravated,2022-06-01,116,105
Aggravated Assault,Assault/Aggravated,2022-07-01,96,106
Aggravated Assault,Assault/Aggravated,2022-08-01,91,101
Aggravated Assault,Assault/Aggravated,2022-09-01,83,90
Aggravated Assault,Assault/Aggravated,2022-10-01,115,96
Aggravated Assault,Assault/Aggravated,2022-11-01,92,97
Aggravated Assault,Assault/Aggravated,2022-12-01,62,90
Aggravated Assault,Assault/Aggravated,2023-01-01,98,84
Aggravated Assault,Assault/Aggravated,2023-02-01,81,80
Aggravated Assault,Assault/Aggravated,2023-03-01,102,94
Aggravated Assault,Assault/Aggravated,2023-04-01,102,95
Aggravated Assault,Assault/Aggravated,2023-05-01,88,97
Aggravated Assault,Assault/Aggravated,2023-06-01,111,100
Aggravated Assault,Assault/Aggravated,2023-07-01,123,107
Aggravated Assault,Assault/Aggravated,2023-08-01,103,112
Aggravated Assault,Assault/Aggravated,2023-09-01,98,108
Aggravated Assault,Assault/Aggravated,2023-10-01,97,99
Aggravated Assault,Assault/Aggravated,2023-11-01,88,94
Aggravated Assault,Assault/Aggravated,2023-12-01,85,90
Aggravated Assault,Assault/Aggravated,2024-01-01,86,86
Aggravated Assault,Assault/Aggravated,2024-02-01,91,87
Aggravated Assault,Assault/Aggravated,2024-03-01,77,85
Aggravated Assault,Assault/Aggravated,2024-04-01,87,85
Aggravated Assault,Assault/Aggravated,2024-05-01,98,87
Aggravated Assault,Assault/Aggravated,2024-06-01,114,100
Aggravated Assault,Assault/Aggravated,2024-07-01,119,110
Aggravated Assault,Assault/Aggravated,2024-08-01,106,113
Aggravated Assault,Assault/Aggravated,2024-09-01,129,118
Aggravated Assault,Assault/Aggravated,2024-10-01,88,108
Aggravated Assault,Assault/Aggravated,2024-11-01,100,106
Aggravated Assault,Assault/Aggravated,2024-12-01,89,92
Aggravated Assault,Assault/Aggravated,2025-01-01,62,84
Aggravated Assault,Assault/Aggravated,2025-02-01,68,73
Aggravated Assault,Assault/Aggravated,2025-03-01,8,46
Aggravated Assault,Assault/Firearm,2014-06-01,24,NA
Aggravated Assault,Assault/Firearm,2014-07-01,24,NA
Aggravated Assault,Assault/Firearm,2014-08-01,16,21
Aggravated Assault,Assault/Firearm,2014-09-01,21,20
Aggravated Assault,Assault/Firearm,2014-10-01,3,13
Aggravated Assault,Assault/Hands (Aggravated),2014-06-01,17,NA
Aggravated Assault,Assault/Hands (Aggravated),2014-07-01,22,NA
Aggravated Assault,Assault/Hands (Aggravated),2014-08-01,17,19
Aggravated Assault,Assault/Hands (Aggravated),2014-09-01,16,18
Aggravated Assault,Assault/Hands (Aggravated),2014-10-01,6,13
Aggravated Assault,Assault/Knife,2014-06-01,11,NA
Aggravated Assault,Assault/Knife,2014-07-01,18,NA
Aggravated Assault,Assault/Knife,2014-08-01,15,15
Aggravated Assault,Assault/Knife,2014-09-01,12,15
Aggravated Assault,Assault/Knife,2014-10-01,8,12
Aggravated Assault,Assault/Other Weapon (Aggravated),2014-06-01,12,NA
Aggravated Assault,Assault/Other Weapon (Aggravated),2014-07-01,28,NA
Aggravated Assault,Assault/Other Weapon (Aggravated),2014-08-01,16,19
Aggravated Assault,Assault/Other Weapon (Aggravated),2014-09-01,20,21
Aggravated Assault,Assault/Other Weapon (Aggravated),2014-10-01,4,13
Aggravated Assault,Assault/Simple,2020-03-01,1,NA
Aggravated Assault,Child Abuse/Aggravated,2014-08-01,4,NA
Aggravated Assault,Child Abuse/Aggravated,2014-09-01,2,NA
Aggravated Assault,Child Abuse/Aggravated,2014-10-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2015-01-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2015-02-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2015-03-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2015-04-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2015-05-01,4,3
Aggravated Assault,Child Abuse/Aggravated,2015-06-01,2,3
Aggravated Assault,Child Abuse/Aggravated,2015-07-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2015-08-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2015-10-01,4,3
Aggravated Assault,Child Abuse/Aggravated,2015-11-01,4,4
Aggravated Assault,Child Abuse/Aggravated,2015-12-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2016-02-01,5,3
Aggravated Assault,Child Abuse/Aggravated,2016-03-01,2,3
Aggravated Assault,Child Abuse/Aggravated,2016-04-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2016-05-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2016-06-01,5,3
Aggravated Assault,Child Abuse/Aggravated,2016-07-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2016-08-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2016-09-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2016-10-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2016-11-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2016-12-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2017-01-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2017-06-01,2,1
Aggravated Assault,Child Abuse/Aggravated,2017-07-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2017-09-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2017-10-01,6,3
Aggravated Assault,Child Abuse/Aggravated,2017-11-01,2,4
Aggravated Assault,Child Abuse/Aggravated,2017-12-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2018-01-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2018-02-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2018-03-01,4,3
Aggravated Assault,Child Abuse/Aggravated,2018-04-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2018-05-01,6,4
Aggravated Assault,Child Abuse/Aggravated,2018-06-01,4,4
Aggravated Assault,Child Abuse/Aggravated,2018-07-01,3,4
Aggravated Assault,Child Abuse/Aggravated,2018-08-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2018-11-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2018-12-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2019-02-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2019-03-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2019-04-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2019-05-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2019-06-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2019-07-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2019-10-01,4,2
Aggravated Assault,Child Abuse/Aggravated,2019-11-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2020-01-01,5,4
Aggravated Assault,Child Abuse/Aggravated,2020-02-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2020-03-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2020-04-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2020-05-01,2,1
Aggravated Assault,Child Abuse/Aggravated,2020-06-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2020-07-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2020-08-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2020-09-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2020-10-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2020-11-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2020-12-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2021-01-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2021-02-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2021-03-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2021-04-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2021-05-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2021-07-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2021-08-01,4,3
Aggravated Assault,Child Abuse/Aggravated,2021-10-01,2,3
Aggravated Assault,Child Abuse/Aggravated,2021-11-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2022-02-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2022-03-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2022-04-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2022-05-01,6,4
Aggravated Assault,Child Abuse/Aggravated,2022-06-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2022-07-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2022-08-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2022-09-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2022-10-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2022-11-01,2,1
Aggravated Assault,Child Abuse/Aggravated,2022-12-01,4,2
Aggravated Assault,Child Abuse/Aggravated,2023-01-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2023-02-01,7,4
Aggravated Assault,Child Abuse/Aggravated,2023-03-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2023-05-01,1,3
Aggravated Assault,Child Abuse/Aggravated,2023-06-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2023-07-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2023-08-01,2,1
Aggravated Assault,Child Abuse/Aggravated,2023-09-01,1,1
Aggravated Assault,Child Abuse/Aggravated,2023-10-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2023-11-01,3,2
Aggravated Assault,Child Abuse/Aggravated,2023-12-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-01-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-02-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-03-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2024-04-01,4,3
Aggravated Assault,Child Abuse/Aggravated,2024-05-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2024-06-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-07-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-08-01,3,3
Aggravated Assault,Child Abuse/Aggravated,2024-09-01,2,3
Aggravated Assault,Child Abuse/Aggravated,2024-10-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2024-11-01,1,2
Aggravated Assault,Child Abuse/Aggravated,2024-12-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2025-01-01,2,2
Aggravated Assault,Child Abuse/Aggravated,2025-02-01,1,2
Burglary,All Other/Trespassing,2020-02-01,2,NA
Burglary,All Other/Trespassing,2020-03-01,1,NA
Burglary,Burglary/Commercial or Non-Residential,2014-06-01,25,NA
Burglary,Burglary/Commercial or Non-Residential,2014-07-01,33,NA
Burglary,Burglary/Commercial or Non-Residential,2014-08-01,48,35
Burglary,Burglary/Commercial or Non-Residential,2014-09-01,37,39
Burglary,Burglary/Commercial or Non-Residential,2014-10-01,24,36
Burglary,Burglary/Commercial or Non-Residential,2014-11-01,31,31
Burglary,Burglary/Commercial or Non-Residential,2014-12-01,31,29
Burglary,Burglary/Commercial or Non-Residential,2015-01-01,38,33
Burglary,Burglary/Commercial or Non-Residential,2015-02-01,24,31
Burglary,Burglary/Commercial or Non-Residential,2015-03-01,25,29
Burglary,Burglary/Commercial or Non-Residential,2015-04-01,32,27
Burglary,Burglary/Commercial or Non-Residential,2015-05-01,29,29
Burglary,Burglary/Commercial or Non-Residential,2015-06-01,38,33
Burglary,Burglary/Commercial or Non-Residential,2015-07-01,34,34
Burglary,Burglary/Commercial or Non-Residential,2015-08-01,39,37
Burglary,Burglary/Commercial or Non-Residential,2015-09-01,23,32
Burglary,Burglary/Commercial or Non-Residential,2015-10-01,31,31
Burglary,Burglary/Commercial or Non-Residential,2015-11-01,69,41
Burglary,Burglary/Commercial or Non-Residential,2015-12-01,45,48
Burglary,Burglary/Commercial or Non-Residential,2016-01-01,31,48
Burglary,Burglary/Commercial or Non-Residential,2016-02-01,27,34
Burglary,Burglary/Commercial or Non-Residential,2016-03-01,24,27
Burglary,Burglary/Commercial or Non-Residential,2016-04-01,43,31
Burglary,Burglary/Commercial or Non-Residential,2016-05-01,44,37
Burglary,Burglary/Commercial or Non-Residential,2016-06-01,37,41
Burglary,Burglary/Commercial or Non-Residential,2016-07-01,46,42
Burglary,Burglary/Commercial or Non-Residential,2016-08-01,38,40
Burglary,Burglary/Commercial or Non-Residential,2016-09-01,39,41
Burglary,Burglary/Commercial or Non-Residential,2016-10-01,48,42
Burglary,Burglary/Commercial or Non-Residential,2016-11-01,46,44
Burglary,Burglary/Commercial or Non-Residential,2016-12-01,39,44
Burglary,Burglary/Commercial or Non-Residential,2017-01-01,47,44
Burglary,Burglary/Commercial or Non-Residential,2017-02-01,47,44
Burglary,Burglary/Commercial or Non-Residential,2017-03-01,28,41
Burglary,Burglary/Commercial or Non-Residential,2017-04-01,47,41
Burglary,Burglary/Commercial or Non-Residential,2017-05-01,54,43
Burglary,Burglary/Commercial or Non-Residential,2017-06-01,41,47
Burglary,Burglary/Commercial or Non-Residential,2017-07-01,39,45
Burglary,Burglary/Commercial or Non-Residential,2017-08-01,50,43
Burglary,Burglary/Commercial or Non-Residential,2017-09-01,33,41
Burglary,Burglary/Commercial or Non-Residential,2017-10-01,38,40
Burglary,Burglary/Commercial or Non-Residential,2017-11-01,32,34
Burglary,Burglary/Commercial or Non-Residential,2017-12-01,43,38
Burglary,Burglary/Commercial or Non-Residential,2018-01-01,43,39
Burglary,Burglary/Commercial or Non-Residential,2018-02-01,35,40
Burglary,Burglary/Commercial or Non-Residential,2018-03-01,28,35
Burglary,Burglary/Commercial or Non-Residential,2018-04-01,49,37
Burglary,Burglary/Commercial or Non-Residential,2018-05-01,59,45
Burglary,Burglary/Commercial or Non-Residential,2018-06-01,68,59
Burglary,Burglary/Commercial or Non-Residential,2018-07-01,31,53
Burglary,Burglary/Commercial or Non-Residential,2018-08-01,26,42
Burglary,Burglary/Commercial or Non-Residential,2018-09-01,32,30
Burglary,Burglary/Commercial or Non-Residential,2018-10-01,26,28
Burglary,Burglary/Commercial or Non-Residential,2018-11-01,18,25
Burglary,Burglary/Commercial or Non-Residential,2018-12-01,36,27
Burglary,Burglary/Commercial or Non-Residential,2019-01-01,43,32
Burglary,Burglary/Commercial or Non-Residential,2019-02-01,29,36
Burglary,Burglary/Commercial or Non-Residential,2019-03-01,24,32
Burglary,Burglary/Commercial or Non-Residential,2019-04-01,19,24
Burglary,Burglary/Commercial or Non-Residential,2019-05-01,19,21
Burglary,Burglary/Commercial or Non-Residential,2019-06-01,18,19
Burglary,Burglary/Commercial or Non-Residential,2019-07-01,23,20
Burglary,Burglary/Commercial or Non-Residential,2019-08-01,19,20
Burglary,Burglary/Commercial or Non-Residential,2019-09-01,23,22
Burglary,Burglary/Commercial or Non-Residential,2019-10-01,21,21
Burglary,Burglary/Commercial or Non-Residential,2019-11-01,19,21
Burglary,Burglary/Commercial or Non-Residential,2019-12-01,19,20
Burglary,Burglary/Commercial or Non-Residential,2020-01-01,32,23
Burglary,Burglary/Commercial or Non-Residential,2020-02-01,29,27
Burglary,Burglary/Commercial or Non-Residential,2020-03-01,27,29
Burglary,Burglary/Commercial or Non-Residential,2020-04-01,24,27
Burglary,Burglary/Commercial or Non-Residential,2020-05-01,76,42
Burglary,Burglary/Commercial or Non-Residential,2020-06-01,127,76
Burglary,Burglary/Commercial or Non-Residential,2020-07-01,27,77
Burglary,Burglary/Commercial or Non-Residential,2020-08-01,30,61
Burglary,Burglary/Commercial or Non-Residential,2020-09-01,27,28
Burglary,Burglary/Commercial or Non-Residential,2020-10-01,24,27
Burglary,Burglary/Commercial or Non-Residential,2020-11-01,33,28
Burglary,Burglary/Commercial or Non-Residential,2020-12-01,46,34
Burglary,Burglary/Commercial or Non-Residential,2021-01-01,41,40
Burglary,Burglary/Commercial or Non-Residential,2021-02-01,29,39
Burglary,Burglary/Commercial or Non-Residential,2021-03-01,21,30
Burglary,Burglary/Commercial or Non-Residential,2021-04-01,32,27
Burglary,Burglary/Commercial or Non-Residential,2021-05-01,31,28
Burglary,Burglary/Commercial or Non-Residential,2021-06-01,35,33
Burglary,Burglary/Commercial or Non-Residential,2021-07-01,34,33
Burglary,Burglary/Commercial or Non-Residential,2021-08-01,37,35
Burglary,Burglary/Commercial or Non-Residential,2021-09-01,32,34
Burglary,Burglary/Commercial or Non-Residential,2021-10-01,57,42
Burglary,Burglary/Commercial or Non-Residential,2021-11-01,30,40
Burglary,Burglary/Commercial or Non-Residential,2021-12-01,34,40
Burglary,Burglary/Commercial or Non-Residential,2022-01-01,40,35
Burglary,Burglary/Commercial or Non-Residential,2022-02-01,42,39
Burglary,Burglary/Commercial or Non-Residential,2022-03-01,32,38
Burglary,Burglary/Commercial or Non-Residential,2022-04-01,23,32
Burglary,Burglary/Commercial or Non-Residential,2022-05-01,26,27
Burglary,Burglary/Commercial or Non-Residential,2022-06-01,21,23
Burglary,Burglary/Commercial or Non-Residential,2022-07-01,40,29
Burglary,Burglary/Commercial or Non-Residential,2022-08-01,33,31
Burglary,Burglary/Commercial or Non-Residential,2022-09-01,34,36
Burglary,Burglary/Commercial or Non-Residential,2022-10-01,35,34
Burglary,Burglary/Commercial or Non-Residential,2022-11-01,41,37
Burglary,Burglary/Commercial or Non-Residential,2022-12-01,50,42
Burglary,Burglary/Commercial or Non-Residential,2023-01-01,49,47
Burglary,Burglary/Commercial or Non-Residential,2023-02-01,35,45
Burglary,Burglary/Commercial or Non-Residential,2023-03-01,34,39
Burglary,Burglary/Commercial or Non-Residential,2023-04-01,46,38
Burglary,Burglary/Commercial or Non-Residential,2023-05-01,46,42
Burglary,Burglary/Commercial or Non-Residential,2023-06-01,69,54
Burglary,Burglary/Commercial or Non-Residential,2023-07-01,46,54
Burglary,Burglary/Commercial or Non-Residential,2023-08-01,69,61
Burglary,Burglary/Commercial or Non-Residential,2023-09-01,79,65
Burglary,Burglary/Commercial or Non-Residential,2023-10-01,38,62
Burglary,Burglary/Commercial or Non-Residential,2023-11-01,49,55
Burglary,Burglary/Commercial or Non-Residential,2023-12-01,43,43
Burglary,Burglary/Commercial or Non-Residential,2024-01-01,40,44
Burglary,Burglary/Commercial or Non-Residential,2024-02-01,30,38
Burglary,Burglary/Commercial or Non-Residential,2024-03-01,31,34
Burglary,Burglary/Commercial or Non-Residential,2024-04-01,44,35
Burglary,Burglary/Commercial or Non-Residential,2024-05-01,29,35
Burglary,Burglary/Commercial or Non-Residential,2024-06-01,30,34
Burglary,Burglary/Commercial or Non-Residential,2024-07-01,52,37
Burglary,Burglary/Commercial or Non-Residential,2024-08-01,41,41
Burglary,Burglary/Commercial or Non-Residential,2024-09-01,27,40
Burglary,Burglary/Commercial or Non-Residential,2024-10-01,39,36
Burglary,Burglary/Commercial or Non-Residential,2024-11-01,42,36
Burglary,Burglary/Commercial or Non-Residential,2024-12-01,32,38
Burglary,Burglary/Commercial or Non-Residential,2025-01-01,41,38
Burglary,Burglary/Commercial or Non-Residential,2025-02-01,42,38
Burglary,Burglary/Commercial or Non-Residential,2025-03-01,1,28
Burglary,Burglary/Residential,2014-06-01,160,NA
Burglary,Burglary/Residential,2014-07-01,180,NA
Burglary,Burglary/Residential,2014-08-01,173,171
Burglary,Burglary/Residential,2014-09-01,173,175
Burglary,Burglary/Residential,2014-10-01,183,176
Burglary,Burglary/Residential,2014-11-01,184,180
Burglary,Burglary/Residential,2014-12-01,212,193
Burglary,Burglary/Residential,2015-01-01,136,177
Burglary,Burglary/Residential,2015-02-01,107,152
Burglary,Burglary/Residential,2015-03-01,99,114
Burglary,Burglary/Residential,2015-04-01,162,123
Burglary,Burglary/Residential,2015-05-01,149,137
Burglary,Burglary/Residential,2015-06-01,118,143
Burglary,Burglary/Residential,2015-07-01,128,132
Burglary,Burglary/Residential,2015-08-01,138,128
Burglary,Burglary/Residential,2015-09-01,129,132
Burglary,Burglary/Residential,2015-10-01,159,142
Burglary,Burglary/Residential,2015-11-01,146,145
Burglary,Burglary/Residential,2015-12-01,169,158
Burglary,Burglary/Residential,2016-01-01,137,151
Burglary,Burglary/Residential,2016-02-01,107,138
Burglary,Burglary/Residential,2016-03-01,149,131
Burglary,Burglary/Residential,2016-04-01,139,132
Burglary,Burglary/Residential,2016-05-01,167,152
Burglary,Burglary/Residential,2016-06-01,144,150
Burglary,Burglary/Residential,2016-07-01,143,151
Burglary,Burglary/Residential,2016-08-01,126,138
Burglary,Burglary/Residential,2016-09-01,155,141
Burglary,Burglary/Residential,2016-10-01,181,154
Burglary,Burglary/Residential,2016-11-01,144,160
Burglary,Burglary/Residential,2016-12-01,167,164
Burglary,Burglary/Residential,2017-01-01,143,151
Burglary,Burglary/Residential,2017-02-01,139,150
Burglary,Burglary/Residential,2017-03-01,127,136
Burglary,Burglary/Residential,2017-04-01,136,134
Burglary,Burglary/Residential,2017-05-01,146,136
Burglary,Burglary/Residential,2017-06-01,137,140
Burglary,Burglary/Residential,2017-07-01,169,151
Burglary,Burglary/Residential,2017-08-01,177,161
Burglary,Burglary/Residential,2017-09-01,160,169
Burglary,Burglary/Residential,2017-10-01,165,167
Burglary,Burglary/Residential,2017-11-01,179,168
Burglary,Burglary/Residential,2017-12-01,156,167
Burglary,Burglary/Residential,2018-01-01,157,164
Burglary,Burglary/Residential,2018-02-01,126,146
Burglary,Burglary/Residential,2018-03-01,142,142
Burglary,Burglary/Residential,2018-04-01,127,132
Burglary,Burglary/Residential,2018-05-01,122,130
Burglary,Burglary/Residential,2018-06-01,113,121
Burglary,Burglary/Residential,2018-07-01,156,130
Burglary,Burglary/Residential,2018-08-01,128,132
Burglary,Burglary/Residential,2018-09-01,138,141
Burglary,Burglary/Residential,2018-10-01,133,133
Burglary,Burglary/Residential,2018-11-01,143,138
Burglary,Burglary/Residential,2018-12-01,141,139
Burglary,Burglary/Residential,2019-01-01,126,137
Burglary,Burglary/Residential,2019-02-01,97,121
Burglary,Burglary/Residential,2019-03-01,86,103
Burglary,Burglary/Residential,2019-04-01,106,96
Burglary,Burglary/Residential,2019-05-01,99,97
Burglary,Burglary/Residential,2019-06-01,108,104
Burglary,Burglary/Residential,2019-07-01,97,101
Burglary,Burglary/Residential,2019-08-01,91,99
Burglary,Burglary/Residential,2019-09-01,86,91
